id,Name,URL,Title,Country,Mountain Range,Height(m),Coordinates,Type,Views,Popularity,Number of Images,Number of Paths,Number of GPS Paths,Registration Book,Description
362,Malga Granuda,https://www.hribi.net/gora/malga_granuda/1/3575,Malga Granuda,Italija,Julijske Alpe,1501,"46,48092°N 13,40444°E",planina,558,21% (2887. mesto),15,2,0,,Opis planine: Planina Malaga Granuda se nahaja v Naborjetskih gorah severozahodno od Dveh špic. S planine na kateri se nahaja nekaj pastirskih objektov je lep razgled predvsem na del grebena Naborjetskih gora. Najlepše so vidne Dve špici ter Cuel dai Pez.
363,Lovska koča Na Utrci,https://www.hribi.net/gora/lovska_koca_na_utrci/1/1347,Lovska koča Na Utrci,Slovenija,Julijske Alpe,1500,"46,39604°N 13,79424°E",,236693,66% (1250. mesto),2,1,0,,"Lovska koča Na Utrci se nahaja pod manjšim skalnim previsom, ki le to ščiti pred morebitnimi snežnimi plazovi. Od koče, pod nadstreškom katere lahko vedrimo v primeru nevihte, se nam odpre lep razgled na vrhove nad dolino Zadnjice."
364,Rifugio Pellarini,https://www.hribi.net/gora/rifugio_pellarini/1/1530,Rifugio Pellarini,Italija,Julijske Alpe,1499,"46,44064°N 13,50833°E",koča,277847,70% (1093. mesto),2,1,1,1,"Opis koče: Rifugio Pellarini je planinska koča, ki se nahaja nad dolino Zajzero, točneje med Lastovicami, Žabniško krnico in Velikim Nabojsom. Od koče, ki je odprta v poletni sezoni, se nam odpre lep razgled na ostenja Lastovic, Viša in Velikega Nabojsa."
365,Lengarjeva glava,https://www.hribi.net/gora/lengarjeva_glava/1/1814,Lengarjeva glava,Slovenija,Julijske Alpe,1498,"46,42482°N 13,89332°E",vrh,167847,58% (1515. mesto),1,1,0,,"Lengarjeva glava je 1498 m visok vrh, ki se nahaja med dolinama Vrata in Kot. Z delno poraščenega vrha, se nam odpre lep pogled na Debelo peč ter Macesnovec, na ostale vrhove pa razgled delno zakrivata gozd in grmičevje."
366,Kobla,https://www.hribi.net/gora/kobla/1/373,Kobla,Slovenija,Julijske Alpe,1498,"46,23387°N 13,96483°E",vrh,480996,89% (397. mesto),6,4,0,,"Vrh se nahaja v Spodnjih Bohinjskih gorah med Črno prstjo in Soriško planino. Točno pod vrhom je železniški predor, ki povezuje Bohinjsko Bistrico in Podbrdo. Z vrha je lep pogled Proti Škofjeloškemu in Cerkljanskemu hribovju na jugu ter Julijskim Alpam proti severu. Žig in vpisna skrinjica pa sta na sosednjem vrhu imenovanem Krevl."
367,Planina na Kalu,https://www.hribi.net/gora/planina_na_kalu/1/2101,Planina na Kalu,Slovenija,Julijske Alpe,1490,"46,2422°N 13,7558°E","bivak, planina",283120,70% (1076. mesto),16,7,2,1,"Opis bivaka: Planino na Kalu najdemo na JZ pobočju Tolminskega Migovca (1868 m), na sedlu med njim in Grušnico (1570 m). Na planini so 3 koče, v tretji je bivak. Planina leži sredi travnika. Pod kočami najdemo hladno pitno vodo iz pipe, v eni od ruševin pa tudi stranišče na štrbunk. S planine vodi neoznačena pot na Grušnico, nekaj metrov nad kočami pa se pot razdeli na desno proti Krnu in levo proti Tolminskemu Migovcu."
368,Nizki vrh,https://www.hribi.net/gora/nizki_vrh/1/2152,Nizki vrh,Slovenija,Julijske Alpe,1488,"46,2916°N 13,3902°E",vrh,216204,64% (1325. mesto),13,1,0,,"Nizki vrh se nahaja na razpotju med Breškim Jalovcem / Monte maggiore (ITA) ter Gabrovcem v bližini državne meje, z vrha se nam odpre lep razgled na Matajur, Benečijo ter Jadransko morje."
369,Črni vrh / Colrotondo,https://www.hribi.net/gora/crni_vrh___colrotondo/1/3025,Črni vrh / Colrotondo,Italija,Julijske Alpe,1486,"46,475°N 13,6534°E",vrh,3219,36% (2341. mesto),7,2,0,,"Črni vrh / Colrotondo je dokaj razgleden vrh, ki se nahaja zahodno do jugozahodno od Belopeških jezer. Z vrha, na katerem stoji lovska opazovalnica, se nam odpre lep pogled na greben Rateških Ponc, Strugu, Vevnici, Mangartu in deloma Poldniku (Kopa) / Picco di Mezzodi, na ostale strani razgled deloma zastira gozd."
370,Planina Vodični vrh,https://www.hribi.net/gora/planina_vodicni_vrh/1/1989,Planina Vodični vrh,Slovenija,Julijske Alpe,1486,"46,3015°N 13,8437°E",planina,309271,73% (977. mesto),4,1,0,1,"Opis planine: Planina Vodični vrh je manj obiskana planina, ki se nahaja med planino Vogar in planino pri Jezeru. S planine, na kateri stoji nekaj starih ter deloma tudi lepo obnovljenih stanov, zaradi bližnjega gozda ni lepšega razgleda."
371,Javorov vrh (Pokljuka),https://www.hribi.net/gora/javorov_vrh_pokljuka/1/1440,Javorov vrh (Pokljuka),Slovenija,Julijske Alpe,1482,"46,32423°N 13,95066°E",vrh,453283,87% (478. mesto),3,1,0,1,"Javorov vrh je 1482 m visoka gora, ki se nahaja med prostranimi gozdovi Pokljuke, točneje med planino Konjska dolina in planino Jelje. Le nekaj metrov stran od vrha, se nahaja lepa razgledna točka, s katere se nam odpre lep pogled na pokljuške gozdove in najvišje vrhove Julijskih Alp."
372,Planina Govnjač,https://www.hribi.net/gora/planina_govnjac/1/449,Planina Govnjač,Slovenija,Julijske Alpe,1480,"46,27634°N 13,76316°E",planina,371321,79% (747. mesto),6,1,0,,"Opis planine: Planina se nahaja na planoti Spodnje Komne in  ima lepo izhodišče za številne ture. Lep pa je pogled po bližnji okolici. 25. januarja 2006 je bila na planini Govnjač izmerjena ena nižjih temperatur pri nas. Izmerili so -40,2 stopinji Celzija. 8. januarja 2009 pa so na bližnji Mrzli Komni imerili -49,1 stopinj Celzija."
373,Bivak pod Luknjo,https://www.hribi.net/gora/bivak_pod_luknjo/1/241,Bivak pod Luknjo,Slovenija,Julijske Alpe,1480,"46,39127°N 13,82189°E",bivak,473970,89% (417. mesto),4,1,1,,Opis bivaka: Bivak stoji v gozdu malo pod Luknjo v alpski dolini Vrata. V bivaku lahko prespimo ali pa samo vedrimo v primeru nevihte.
374,Kobilja glava,https://www.hribi.net/gora/kobilja_glava/1/1240,Kobilja glava,Slovenija,Julijske Alpe,1475,"46,19015°N 13,79541°E",vrh,448335,86% (497. mesto),10,2,1,,"Kobilja glava je 1475 m visok vrh, ki se nahaja vzhodno od Tolmina. Z vrha na katerem stoji križ, se nam odpre lep razgled na Krn, verigo Spodnjih Bohinjskih gora, Škofjeloško in Cerkljansko hribovje, Golake, Jadransko morje, Matajur in na del doline reke Soče."
375,Planina Poljana,https://www.hribi.net/gora/planina_poljana/1/1100,Planina Poljana,Slovenija,Julijske Alpe,1466,"46,23684°N 13,89276°E",planina,225410,65% (1289. mesto),15,4,0,,"Opis planine: V osrčju Spodnjih Bohinjskih gora, ob vznožju razglednega Raskovca in stran od markiranih poti je svoj prostor našla planina Poljana. Planina Poljana je malo znana in še manj obiskana planina na kateri še vedno pasejo živino. S planine na kateri se nahaja pastirska koča je lep pogled na že prej omenjeni Raskovec in pobočja vrhov, ki obdajajo planino."
376,Vrtaška planina,https://www.hribi.net/gora/vrtaska_planina/1/308,Vrtaška planina,Slovenija,Julijske Alpe,1462,"46,45333°N 13,9042°E","bivak, planina",431020,85% (552. mesto),13,2,0,1,Opis bivaka: Planina se nahaja nad Mojstrano. Na planini stoji pastirska hiša katera ima na podstrešju hiše urejen zasilni bivak. S planine je lep pogled proti vrhovom nad dolino Vrat.
377,Koča na Planini pri Jezeru,https://www.hribi.net/gora/koca_na_planini_pri_jezeru/1/140,Koča na Planini pri Jezeru,Slovenija,Julijske Alpe,1453,"46,30968°N 13,82758°E","koča, jezero, bivak, planina",655366,97% (121. mesto),21,6,0,,"Opis koče: Koča na Planini pri Jezeru, se nahaja v osrčju Fužinskih planin. V bližini koče, ki je odprta v razširjeni poletni sezoni, se nahaja še nekaj pastirskih stanov in pod njimi Jezero na Planini pri Jezeru. S planine zaradi gozda, ki le to obdaja ni lepšega razgleda. Z nekaj truda, pa lahko vseeno vidimo Debeli vrh in Ograde. Ko je koča zaprta nam zavetje nudi manjša zimska soba s 6 ležišči."
378,Jalovnik,https://www.hribi.net/gora/jalovnik/1/1241,Jalovnik,Slovenija,Julijske Alpe,1452,"46,18723°N 13,80083°E",vrh,273937,70% (1106. mesto),4,2,0,,"Jalovnik je travnat vrh, ki se nahaja jugovzhodno od nekoliko višje Kobilje glave. Z vrha, ki ima vpisno skrinjico, se nam tako odpre lep pogled na Škofjeloško in Cerkljansko hribovje, Golake, Matajur in verigo Spodnjih Bohinjskih gora."
379,Planina Kanin / Casera Canin,https://www.hribi.net/gora/planina_kanin___casera_canin/1/4048,Planina Kanin / Casera Canin,Italija,Julijske Alpe,1450,"46,34855°N 13,41924°E","bivak, planina",267,14% (3118. mesto),13,1,0,,"Opis bivaka: Planina Kanin (Casera Canin) se nahaja nad dolino Rezije pod pobočji Visokega Kanina na višini 1450 metrov. Na planini se nahaja tudi zavetišče oz. bivak, ki je stalno odprt vendar ni oskrbovan. S planine je sicer zelo lep razgled na dolino Rezije ter na okoliške vrhove."
380,Planina Sleme,https://www.hribi.net/gora/planina_sleme/1/1594,Planina Sleme,Slovenija,Julijske Alpe,1448,"46,2429°N 13,6918°E","planina, sedlo",369676,79% (754. mesto),3,2,0,,"Opis planine: Planina Sleme je razgledna planina, ki se nahaja med Visoč vrhom in grebenom Slemenskih peči. S planine, na kateri stoji nekaj koč, spomenik NOB in korito z vodo, se nam odpre lep razgled na gore, ki obdajajo dolino reke Tolminke, Kolovrat, Matajur in Krn z okolico."
381,Laghetto di Somdogna,https://www.hribi.net/gora/laghetto_di_somdogna/1/3565,Laghetto di Somdogna,Italija,Julijske Alpe,1447,"46,45933°N 13,44731°E",jezero,773,23% (2794. mesto),7,1,0,,"Opis jezera: Laghetto di Somdogna je močvirnato jezero, ki se nahaja na travnati jasi južno od prelaza Rudni vrh. Od jezera je nekaj razgleda predvsem proti vzhodu kjer lahko vidimo Viš."
382,Risnati rob (Polevec),https://www.hribi.net/gora/risnati_rob_polevec/1/3299,Risnati rob (Polevec),Slovenija,Julijske Alpe,1438,"46,44325°N 13,94608°E",vrh,1340,27% (2653. mesto),1,2,0,,"Risnati rob oz. Polevec je vrh, ki se nahaja na jugozahodnem robu Mežakle. Vrh prepoznamo z označenim kamnom, lep razgled pa se nam odpre z bližnjih prepadnih pomolov, s katerih se nam odpre lep pogled na najvišje vrhove Julijskih Alp."
383,Planina Konjščica,https://www.hribi.net/gora/planina_konjscica/1/137,Planina Konjščica,Slovenija,Julijske Alpe,1438,"46,3488°N 13,89645°E","koča, planina",564396,94% (222. mesto),17,5,1,,"Opis koče: Planina Konjščica se nahaja med Viševnikom in grebenom Slemena, katerega najvišji vrh je Ablanca. V osrednjem delu planine se nahaja nekaj pastirskih koč, ena izmed njih pa je preurejena v sirarno. Na prostrani planini je tudi izvir s pitno vodo, studenček in lesen križ. Ker se planina nahaja v dolini je razgled omejen na že prej omenjene vrhove."
384,Rifugio Brunner,https://www.hribi.net/gora/rifugio_brunner/1/3111,Rifugio Brunner,Italija,Julijske Alpe,1432,"46,42357°N 13,53081°E",koča,2250,32% (2466. mesto),9,1,1,,"Opis koče: Koča Rifugio Brunner se nahaja v dolini Belega potoka / Val di Riobianco nad Jezersko dolino (tudi Rabeljska dolina) / Val Rio del Bianco. Od koče, ki je na razpolago ob dogovoru z društvom iz Trbiža / Tarvisio, se nam odpre lep pogled na okoliške gore. Ob koči teče voda v korito, ob koči pa je tudi razpotje večih poti."
385,Bivak pod Špikom,https://www.hribi.net/gora/bivak_pod_spikom/1/340,Bivak pod Špikom,Slovenija,Julijske Alpe,1424,"46,45705°N 13,81836°E","koča, bivak",464926,88% (444. mesto),2,2,1,3,"Opis koče: Bivak, ki ga v bolj obiskanih dneh priredijo v manjšo okrepčevalnico stoji na robu gozda nad Gozd Martuljkom. Od bivaka je lep razgled proti Špiku in vrhovom okrog njega."
386,Planina Zadnji Vogel,https://www.hribi.net/gora/planina_zadnji_vogel/1/1899,Planina Zadnji Vogel,Slovenija,Julijske Alpe,1413,"46,2502°N 13,8277°E",planina,390202,81% (691. mesto),4,2,0,1,"Opis planine: Planina Zadnji Vogel je še živa planina, ki se nahaja v neposredni bližini smučišča Vogel. S planine, na kateri stoji sirarna, se nam odpre lep razgled na gore, ki obdajajo omenjeno planino."
387,Planina Zgornja Gorjuda,https://www.hribi.net/gora/planina_zgornja_gorjuda/1/1040,Planina Zgornja Gorjuda,Italija,Julijske Alpe,1404,"46,38629°N 13,43932°E","bivak, planina",196251,61% (1405. mesto),2,1,0,,"Opis bivaka: Planina Zgornja Gorjuda je opuščena planina, ki se nahaja južno od Reklanske doline. S planine, ki je v poletnih mesecih precej zaraščena je lep pogled na Montaž in njegove okoliške vrhove. Pastirska koča, ki je včasih služila pastirjem je danes namenjena planincem in služi kot bivak."
388,Planina nad Sočo,https://www.hribi.net/gora/planina_nad_soco/1/1618,Planina nad Sočo,Slovenija,Julijske Alpe,1400,"46,3522°N 13,6587°E",planina,278422,70% (1092. mesto),4,1,0,,"Opis planine: Planina nad Sočo je razgledna planina, ki se nahaja severno od vasi Soča. S planine, na kateri stoji lovska koča, se nam odpre lep razgled proti goram, ki se dvigajo nad zgornjim tokom doline reke Soče."
389,Planina Osredki,https://www.hribi.net/gora/planina_osredki/1/1101,Planina Osredki,Slovenija,Julijske Alpe,1400,"46,2379°N 13,92248°E","bivak, planina",265600,69% (1141. mesto),4,2,0,,"Opis bivaka: Planina Osredki je opuščena planina, ki se nahaja zahodno od grebena Kozji rob (greben med Črno prstjo in Liscem). S planine na kateri stoji bivak z dvema zasilnima ležiščema, se nam odpre lep razgled na osrednje Julijce, kjer najlepše vidimo Triglav."
390,Krnsko jezero,https://www.hribi.net/gora/krnsko_jezero/1/163,Krnsko jezero,Slovenija,Julijske Alpe,1391,"46,2857°N 13,68434°E","jezero, planina",870379,99% (41. mesto),11,2,1,,"Opis jezera: Krnsko jezero je največje slovensko visokogorsko jezero. Dolgo je 300m, široko 150m in skoraj 18m globoko. Od jezera je lep pogled proti Krnu in njegovim sosednjim vrhovom. Kopanje v jezeru je prepovedano zaradi ohranjanja ekosistema jezera, ki je že zelo ogrožen zaradi umetno naseljenih rib."
391,Mali vrh (na Mežakli),https://www.hribi.net/gora/mali_vrh_na_mezakli/1/3297,Mali vrh (na Mežakli),Slovenija,Julijske Alpe,1389,"46,4485°N 13,9511°E",vrh,2130,31% (2496. mesto),2,2,0,,"Mali vrh je 1389 metrov visok vrh, ki se nahaja na severozahodnem delu Mežakle. Z malo obiskanega vrha se nam skozi nekaj drevja odpre lep pogled na Karavanke, pogled v druge smeri zastira gozd."
392,Rifugio Grego,https://www.hribi.net/gora/rifugio_grego/1/656,Rifugio Grego,Italija,Julijske Alpe,1389,"46,4575°N 13,4551°E","koča, bivak",287022,71% (1064. mesto),9,1,1,,"Opis koče: Koča stoji na manjši planini s katere je zelo lep razgled na severno steno Montaža. Ime je dobila po bratih Grego, zgrajena pa je bila leta 1927. Koča je stalno odprta od 15. junija do 30. septembra. Ob vikendih pa je odprta do 4. novembra. V zimskem času je na voljo zimska soba."
393,Planina Zapotok,https://www.hribi.net/gora/planina_zapotok/1/3446,Planina Zapotok,Slovenija,Julijske Alpe,1385,"46,38288°N 13,68511°E",planina,4810,39% (2213. mesto),8,1,0,,"Opis planine: Planina Zapotok se nahaja na višini 1385 metrov nad Zadnjo Trento. Planina že od leta 1969 ni več aktivna, ohranila pa se je ena pastirska koča, ki je bila leta 2014 nekoliko obnovljena in nudi nekaj zavetja planincem. Na planini izvira tudi potok, ki napaja Zapotoške slapove. S planine je sicer zelo lep razgled na okoliške vrhove nad Zadnjo Trento."
394,Planina Suha,https://www.hribi.net/gora/planina_suha/1/311,Planina Suha,Slovenija,Julijske Alpe,1385,"46,24169°N 13,85591°E",planina,399325,82% (660. mesto),8,5,0,1,"Opis planine: Planina Suha, je srednje velika planina, ki se nahaja v nekakšnem amfiteatru med vrhovi Vrh Okroglice, Špik, Mala Rodica, Debeli vrh in Zavitar. Na planini, kjer v poletnem še vedno pasejo živino, stoji nekaj pastirskih koč, ob eni od omenjenih koč, pa je običajno tudi pipa s pitno vodo, le ta je odprta v poletnih mesecih."
395,Dom pri Krnskih jezerih,https://www.hribi.net/gora/dom_pri_krnskih_jezerih/1/162,Dom pri Krnskih jezerih,Slovenija,Julijske Alpe,1385,"46,28869°N 13,69618°E","koča, bivak",578421,95% (196. mesto),6,2,0,,"Opis koče: Dom pri Krnskih jezerih se nahaja nad Dupeljskim jezerom. Zaradi lahkega dostopa je dom pri Krnskih jezeri med najbolje obiskanimi slovenskimi planinskimi postojankami. Pri domu, ki ima tudi zimsko sobo ni lepega razgleda saj ga ovira gozd. Večina obiskovalcev pa izlet podaljša do 15 minut oddaljenega Krnskega jezera kjer se odpre zelo lep razgled."
396,Tonkina koča na Vršiču,https://www.hribi.net/gora/tonkina_koca_na_vrsicu/1/2440,Tonkina koča na Vršiču,Slovenija,Julijske Alpe,1380,"46,4389°N 13,7538°E",koča,21469,45% (2001. mesto),3,1,0,1,"Opis koče: Tonkina koča na Vršiču se nahaja na kranjskogorski strani Ruske oz. vršiške ceste, točneje med Erjavčevo kočo in Kočo na Gozdu. V času poletne sezone je koča stalno odprta, v preostalem delu leta pa običajno od petka do nedelje."
397,Rifugio Zacchi,https://www.hribi.net/gora/rifugio_zacchi/1/1048,Rifugio Zacchi,Italija,Julijske Alpe,1380,"46,45921°N 13,6843°E",koča,392100,81% (685. mesto),3,1,2,,"Opis koče: Rifugio Zacchi je planinska koča, ki se nahaja na italijanski strani Visoke Ponce. Čeprav kočo obdaja gozd, je lep razgled na ostenja okoliških vrhov."
398,Planica (pod Krnom),https://www.hribi.net/gora/planica_pod_krnom/1/1776,Planica (pod Krnom),Slovenija,Julijske Alpe,1376,"46,2485°N 13,64°E",vrh,226721,65% (1282. mesto),1,1,0,,"Planica je 1376 m visok vrh, ki se nahaja jugozahodno od Krna. Z nekoliko zaraščenega vrha, ki se nahaja v bližini nekoliko višjega vrha Kopsko, se nam skozi grmičevje odpre lep razgled na Krnsko skupino gora in del vrhov nad osrednjim tokom reke Soče."
399,Lipenšči hrib,https://www.hribi.net/gora/lipensci_hrib/1/2324,Lipenšči hrib,Slovenija,Julijske Alpe,1375,"46,354°N 13,9572°E",vrh,222464,64% (1301. mesto),4,1,0,,"Lipenšči hrib je manj izrazit, a razmeroma razgleden vrh sredi pokljuških gozdov. Z vrha, na katerem stoji lovska opazovalnica, se nam odpre lep razgled na vrhove, ki se dvigujejo med Pokljuko in Krmo, lepo pa se vidita tudi Triglav in Rjavina. Z vrha se nam odpre nekaj razgleda tudi na Karavanke in Kamniško Savinjske Alpe, proti jugu pa razgled ovira gozd."
400,Mali Karman / Monte Cuarnan,https://www.hribi.net/gora/mali_karman___monte_cuarnan/1/2375,Mali Karman / Monte Cuarnan,Italija,Julijske Alpe,1372,"46,2787°N 13,1866°E",,201907,62% (1388. mesto),1,1,0,,"Mali Karman je prva izrazitejša vzpetina na skrajnem jugozahodnem delu predgorja Julijskih Alp. Leži vzporedno z glavnim grebenom Velikega Karmana kot docela samostojna gmota, veže ju zgolj sedlo Predol. Na vzhodu je potok Vedronza mednju vrezal globoko dolino. Sicer pa kljub na videz skromni višini Mali Karman le ni tako pohleven. Več kot 1100 metrov visoko se dviga nad Furlansko nižino v obliki travnate piramide, zaradi česar zagotavlja svojevrsten razgled po okolici. Le na severni strani je nekoliko okrnjen, saj ga zastira višji in tudi precej mogočnejši Veliki Karman, katerega greben je od tod videti precej impresiven. Zaradi izpostavljene lege na pobočjih Malega Karmana uspeva pestra vegetacija, med njimi tudi nekaj endemičnih vrst. Na vrhu stoji kapela, posvečena odrešeniku (Il Redentore), ki so jo zgradili leta 1908, vendar že davno ni več prvotna. Dvajset let po nastanku jo je poškodovala strela, povsem uničena pa je bila po potresu leta 1976. Na vršno teme nižjega od obeh Karmanov z vseh strani vodi več poti, tako da mu ne manjka obiska. Še več: ne čislajo ga zgolj pohodniki, pač pa tudi ali predvsem gorski kolesarji in navsezadnje jadralni padalci."
